university,file_path,status_or_license
Autonomous University of Tamaulipas,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/2/24/Logo_UAT_v2014.jpg
Douglas College,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Douglas%20College%20logo.svg
National University of St Augustin of Arequipa,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20UNSA.png
National University of St Augustin of Arequipa,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/LOGO%20UNSA.png
Gümüşhane University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/G%C3%BCm%C3%BC%C5%9Fhane%20University%20logo.svg
Universidad Nacional de Rosario,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/a/a2/Unr_univ_rosario_logo.png
National University of General San Martín,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_UNSAM.png
Hakkari University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Hakkari%20University%20logo.svg
Salman Farsi University of Kazerun,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Salman%20Farsi%20University%20of%20Kazerun%20logo.jpg
Erzurum Technical University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Erzurum%20Technical%20University%20logo.svg
High School of Public Administration of Colombia. (ESAP),,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/6/6c/ESAP_logo.svg
Adana Alparslan Türkeş Science and Technology University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Adana%20Alparslan%20T%C3%BCrke%C5%9F%20%C3%9Cniversitesi%20logo.png
Düzce University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/D%C3%BCzce%20University%20logo.svg
Abdullah Gül University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Abdullah%20G%C3%BCl%20University%20logo.svg
Amasya University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/c/c0/Amasya_University_logo.svg
Ahi Evran University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/K%C4%B1r%C5%9Fehir%20Ahi%20Evran%20University%20logo.svg
Çankırı Karatekin University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/%C3%87ank%C4%B1r%C4%B1%20Karatekin%20University%20logo.svg
Bayburt University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/7/73/Bayburt_University_logo.svg
Ordu University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ordu%20University%20logo.svg
Real Academia de Historia y Arte de San Quirce,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidad%20Popular%20Segoviana.svg
Iğdır University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/I%C4%9Fd%C4%B1r%20University%20logo.svg
Yıldırım Beyazıt University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/a/a6/Ankara_Y%C4%B1ld%C4%B1r%C4%B1m_Beyaz%C4%B1t_University_logo.svg
Artvin Çoruh University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Artvin%20%C3%87oruh%20University%20logo.svg
Jan Długosz University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Herb%20UJD.png
Autonomous University of Entre Ríos,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Uader-logo.jpg
Hitit University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/4/45/Hitit_University_logo.svg
Universidad Francisco de Miranda,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidad%20Nacional%20Experimental%20Francisco%20de%20Miranda%20logo.jpg
Universidad Nacional Experimental de los Llanos Occidentales Ezequiel Zamora,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20UNELLEZ.png
National University of Avellaneda,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/LogoUNDAV.png
Arturo Jauretche National University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/2/24/Unaj.jpg
"National University of Altiplano, Puno",,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20UNAP.png
University of Chubut,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Chubut%20uni.png
National University of Río Negro,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Logo_oficial_UNRN.jpg
National University of Jujuy,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidad%20Nacional%20de%20Jujuy%20%28logo%29%201973.jpg
Universidad del Zulia Núcleo Costa Oriental del Lago,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/3/30/LogoLUZ.gif
University of Applied Science and Technology,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Applied%20Science%20and%20Technology%20UAST%20Logo.svg
National University of Quilmes,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_unqui.png
Mardin Artuklu University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Mardin%20Artuklu%20University%20logo.svg
Montana State University–Northern,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Msu%20northern%20univ%20logo.png
State University of New York at Morrisville,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Suny%20morrisville%20textlogo.png
Munzur University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/4/45/Munzur_University_logo.svg
Muş Alparslan University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Mu%C5%9F%20Alparslan%20%C3%9Cniversitesi%20logo.svg
National University of Austral Patagonia,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20oficial%20UNPA.jpg
Muğla University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Mu%C4%9Fla_S%C4%B1tk%C4%B1_Ko%C3%A7man_University_logo.svg
National University of Formosa,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/UNaFLogoI.jpg
National University of Lanús,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidad%20Nacional%20de%20Lan%C3%BAs%20logo.png
National University of Mar del Plata,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidad%20Nacional%20de%20Mar%20del%20Plata%20%28logo%29.jpg
National University of La Matanza,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Univ_lamatanza_logo.png
National University of Tres de Febrero,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Untref_logo.png
Niğde Ömer Halisdemir University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ni%C4%9Fde%20%C3%96mer%20Halisdemir%20University%20logo.svg
Ondokuz Mayıs University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/OM%C3%9C%20%C4%B0ngilizce%20Logo.png
National University of Tres de Febrero,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/UNTREF_Logo_2016.svg
Polytechnic José Antonio Echeverría,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Isotipo.png
San Cristóbal of Huamanga University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20UNSCH.png
South Carolina State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/SC_State_Univ_Logo.svg
Southwest Minnesota State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Southwest%20msu%20logo.svg
Penn State Altoona,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/0/07/Penn_state_altoona_simplelogo.svg
The College of New Jersey,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Tcnj%20text%20logo.png
State University of New York at Potsdam,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Potsdam_univ_textlogo.svg
University of Bucharest,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Sigla-UB.jpg
Shahid Beheshti University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Sbu-logo.svg
Padang State University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/fc/Padang_State_University_logo.jpg
Metropolitan State University of Denver,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Msu%20denver%20text%20logo.png
University of Augsburg,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A4t%20Augsburg%20logo.svg
Tbilisi State Academy of Arts,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/LOGO%20OF%20TSSA.jpg
